"start_date","end_date","psa2012","timeframe","psa2012_nf","Crimes_pt1_property_per1000","Crimes_pt1_violent_per1000","indc"
"01JAN2010","31DEC2010","PSA 605",2010,605,32,7.8,1
"01JAN2011","31DEC2011","PSA 605",2011,605,34,11,1
"01JAN2012","31DEC2012","PSA 605",2012,605,44,13,1
"01JAN2013","31DEC2013","PSA 605",2013,605,40,13,1
"01JAN2014","31DEC2014","PSA 605",2014,605,42,13,1
"01JAN2015","31DEC2015","PSA 605",2015,605,35,10.0,1
"01JAN2016","31DEC2016","PSA 605",2016,605,32,8.9,1
"01JAN2017","31DEC2017","PSA 605",2017,605,31,6.9,1
"01JAN2018","31DEC2018","PSA 605",2018,605,39,7.3,1
"01JAN2000","31DEC2000","PSA 606",2000,606,57,13,1
"01JAN2001","31DEC2001","PSA 606",2001,606,71,17,1
"01JAN2002","31DEC2002","PSA 606",2002,606,71,15,1
"01JAN2003","31DEC2003","PSA 606",2003,606,87,14,1
"01JAN2004","31DEC2004","PSA 606",2004,606,54,15,1
"01JAN2005","31DEC2005","PSA 606",2005,606,48,14,1
"01JAN2006","31DEC2006","PSA 606",2006,606,43,11,1
"01JAN2007","31DEC2007","PSA 606",2007,606,66,19,1
"01JAN2008","31DEC2008","PSA 606",2008,606,52,16,1
"01JAN2009","31DEC2009","PSA 606",2009,606,53,13,1
"01JAN2010","31DEC2010","PSA 606",2010,606,44,19,1
"01JAN2011","31DEC2011","PSA 606",2011,606,49,15,1
"01JAN2012","31DEC2012","PSA 606",2012,606,57,13,1
"01JAN2013","31DEC2013","PSA 606",2013,606,47,13,1
"01JAN2014","31DEC2014","PSA 606",2014,606,46,13,1
"01JAN2015","31DEC2015","PSA 606",2015,606,45,8.7,1
"01JAN2016","31DEC2016","PSA 606",2016,606,40,9.6,1
"01JAN2017","31DEC2017","PSA 606",2017,606,48,9.4,1
"01JAN2018","31DEC2018","PSA 606",2018,606,54,6.0,1
"01JAN2000","31DEC2000","PSA 607",2000,607,54,21,1
"01JAN2001","31DEC2001","PSA 607",2001,607,56,25,1
"01JAN2002","31DEC2002","PSA 607",2002,607,54,21,1
"01JAN2003","31DEC2003","PSA 607",2003,607,54,20,1
"01JAN2004","31DEC2004","PSA 607",2004,607,40,17,1
"01JAN2005","31DEC2005","PSA 607",2005,607,32,19,1
"01JAN2006","31DEC2006","PSA 607",2006,607,34,23,1
"01JAN2007","31DEC2007","PSA 607",2007,607,36,18,1
"01JAN2008","31DEC2008","PSA 607",2008,607,38,15,1
"01JAN2009","31DEC2009","PSA 607",2009,607,39,16,1
"01JAN2010","31DEC2010","PSA 607",2010,607,37,13,1
"01JAN2011","31DEC2011","PSA 607",2011,607,40,15,1
"01JAN2012","31DEC2012","PSA 607",2012,607,56,23,1
"01JAN2013","31DEC2013","PSA 607",2013,607,65,24,1
"01JAN2014","31DEC2014","PSA 607",2014,607,72,18,1
"01JAN2015","31DEC2015","PSA 607",2015,607,54,19,1
"01JAN2016","31DEC2016","PSA 607",2016,607,53,20,1
"01JAN2017","31DEC2017","PSA 607",2017,607,56,19,1
"01JAN2018","31DEC2018","PSA 607",2018,607,60,17,1
"01JAN2000","31DEC2000","PSA 608",2000,608,51,22,1
"01JAN2001","31DEC2001","PSA 608",2001,608,44,24,1
"01JAN2002","31DEC2002","PSA 608",2002,608,53,21,1
"01JAN2003","31DEC2003","PSA 608",2003,608,68,23,1
"01JAN2004","31DEC2004","PSA 608",2004,608,47,18,1
"01JAN2005","31DEC2005","PSA 608",2005,608,39,21,1
"01JAN2006","31DEC2006","PSA 608",2006,608,38,21,1
"01JAN2007","31DEC2007","PSA 608",2007,608,69,23,1
"01JAN2008","31DEC2008","PSA 608",2008,608,90,29,1
"01JAN2009","31DEC2009","PSA 608",2009,608,71,29,1
"01JAN2010","31DEC2010","PSA 608",2010,608,72,30,1
"01JAN2011","31DEC2011","PSA 608",2011,608,76,24,1
"01JAN2012","31DEC2012","PSA 608",2012,608,48,17,1
"01JAN2013","31DEC2013","PSA 608",2013,608,43,26,1
"01JAN2014","31DEC2014","PSA 608",2014,608,50,23,1
"01JAN2015","31DEC2015","PSA 608",2015,608,45,24,1
"01JAN2016","31DEC2016","PSA 608",2016,608,43,20,1
"01JAN2017","31DEC2017","PSA 608",2017,608,53,18,1
"01JAN2018","31DEC2018","PSA 608",2018,608,48,12,1
"01JAN2000","31DEC2000","PSA 701",2000,701,46,21,1
"01JAN2001","31DEC2001","PSA 701",2001,701,47,19,1
"01JAN2002","31DEC2002","PSA 701",2002,701,49,21,1
"01JAN2003","31DEC2003","PSA 701",2003,701,45,20,1
"01JAN2004","31DEC2004","PSA 701",2004,701,43,18,1
"01JAN2005","31DEC2005","PSA 701",2005,701,34,17,1
"01JAN2006","31DEC2006","PSA 701",2006,701,35,17,1
"01JAN2007","31DEC2007","PSA 701",2007,701,39,22,1
"01JAN2008","31DEC2008","PSA 701",2008,701,32,21,1
"01JAN2009","31DEC2009","PSA 701",2009,701,38,13,1
"01JAN2010","31DEC2010","PSA 701",2010,701,31,19,1
"01JAN2011","31DEC2011","PSA 701",2011,701,34,18,1
"01JAN2012","31DEC2012","PSA 701",2012,701,36,19,1
"01JAN2013","31DEC2013","PSA 701",2013,701,41,17,1
"01JAN2014","31DEC2014","PSA 701",2014,701,45,17,1
"01JAN2015","31DEC2015","PSA 701",2015,701,41,16,1
"01JAN2016","31DEC2016","PSA 701",2016,701,39,17,1
"01JAN2017","31DEC2017","PSA 701",2017,701,36,11,1
"01JAN2018","31DEC2018","PSA 701",2018,701,43,13,1
"01JAN2000","31DEC2000","PSA 702",2000,702,27,25,1
"01JAN2001","31DEC2001","PSA 702",2001,702,26,28,1
"01JAN2002","31DEC2002","PSA 702",2002,702,32,29,1
"01JAN2003","31DEC2003","PSA 702",2003,702,39,24,1
"01JAN2004","31DEC2004","PSA 702",2004,702,35,25,1
"01JAN2005","31DEC2005","PSA 702",2005,702,30,24,1
"01JAN2006","31DEC2006","PSA 702",2006,702,23,23,1
"01JAN2007","31DEC2007","PSA 702",2007,702,26,18,1
"01JAN2008","31DEC2008","PSA 702",2008,702,24,16,1
"01JAN2009","31DEC2009","PSA 702",2009,702,25,16,1
"01JAN2010","31DEC2010","PSA 702",2010,702,29,13,1
"01JAN2011","31DEC2011","PSA 702",2011,702,30,16,1
"01JAN2012","31DEC2012","PSA 702",2012,702,39,21,1
"01JAN2013","31DEC2013","PSA 702",2013,702,37,20,1
"01JAN2014","31DEC2014","PSA 702",2014,702,35,17,1
"01JAN2015","31DEC2015","PSA 702",2015,702,34,15,1
"01JAN2016","31DEC2016","PSA 702",2016,702,32,11,1
"01JAN2017","31DEC2017","PSA 702",2017,702,26,12,1
"01JAN2018","31DEC2018","PSA 702",2018,702,21,10,1
"01JAN2000","31DEC2000","PSA 703",2000,703,34,25,1
"01JAN2001","31DEC2001","PSA 703",2001,703,39,24,1
"01JAN2002","31DEC2002","PSA 703",2002,703,34,25,1
"01JAN2003","31DEC2003","PSA 703",2003,703,38,25,1
"01JAN2004","31DEC2004","PSA 703",2004,703,29,25,1
"01JAN2005","31DEC2005","PSA 703",2005,703,35,20,1
"01JAN2006","31DEC2006","PSA 703",2006,703,30,24,1
"01JAN2007","31DEC2007","PSA 703",2007,703,46,31,1
"01JAN2008","31DEC2008","PSA 703",2008,703,48,26,1
"01JAN2009","31DEC2009","PSA 703",2009,703,48,27,1
"01JAN2010","31DEC2010","PSA 703",2010,703,40,23,1
"01JAN2011","31DEC2011","PSA 703",2011,703,51,28,1
"01JAN2012","31DEC2012","PSA 703",2012,703,51,31,1
"01JAN2013","31DEC2013","PSA 703",2013,703,45,25,1
"01JAN2014","31DEC2014","PSA 703",2014,703,39,23,1
"01JAN2015","31DEC2015","PSA 703",2015,703,46,23,1
"01JAN2016","31DEC2016","PSA 703",2016,703,37,24,1
"01JAN2017","31DEC2017","PSA 703",2017,703,35,16,1
"01JAN2018","31DEC2018","PSA 703",2018,703,36,14,1
"01JAN2000","31DEC2000","PSA 704",2000,704,29,21,1
"01JAN2001","31DEC2001","PSA 704",2001,704,28,19,1
"01JAN2002","31DEC2002","PSA 704",2002,704,34,20,1
"01JAN2003","31DEC2003","PSA 704",2003,704,34,20,1
"01JAN2004","31DEC2004","PSA 704",2004,704,33,14,1
"01JAN2005","31DEC2005","PSA 704",2005,704,33,20,1
"01JAN2006","31DEC2006","PSA 704",2006,704,34,18,1
"01JAN2007","31DEC2007","PSA 704",2007,704,41,19,1
"01JAN2008","31DEC2008","PSA 704",2008,704,41,17,1
"01JAN2009","31DEC2009","PSA 704",2009,704,42,19,1
"01JAN2010","31DEC2010","PSA 704",2010,704,44,22,1
"01JAN2011","31DEC2011","PSA 704",2011,704,33,14,1
"01JAN2012","31DEC2012","PSA 704",2012,704,37,20,1
"01JAN2013","31DEC2013","PSA 704",2013,704,40,18,1
"01JAN2014","31DEC2014","PSA 704",2014,704,39,17,1
"01JAN2015","31DEC2015","PSA 704",2015,704,39,17,1
"01JAN2016","31DEC2016","PSA 704",2016,704,38,17,1
"01JAN2017","31DEC2017","PSA 704",2017,704,32,11,1
"01JAN2018","31DEC2018","PSA 704",2018,704,31,10,1
"01JAN2000","31DEC2000","PSA 705",2000,705,33,24,1
"01JAN2001","31DEC2001","PSA 705",2001,705,41,27,1
"01JAN2002","31DEC2002","PSA 705",2002,705,41,28,1
"01JAN2003","31DEC2003","PSA 705",2003,705,43,24,1
"01JAN2004","31DEC2004","PSA 705",2004,705,42,22,1
"01JAN2005","31DEC2005","PSA 705",2005,705,29,20,1
"01JAN2006","31DEC2006","PSA 705",2006,705,31,25,1
"01JAN2007","31DEC2007","PSA 705",2007,705,48,30,1
"01JAN2008","31DEC2008","PSA 705",2008,705,56,33,1
"01JAN2009","31DEC2009","PSA 705",2009,705,46,29,1
"01JAN2010","31DEC2010","PSA 705",2010,705,53,30,1
"01JAN2011","31DEC2011","PSA 705",2011,705,54,34,1
"01JAN2012","31DEC2012","PSA 705",2012,705,26,23,1
"01JAN2013","31DEC2013","PSA 705",2013,705,35,23,1
"01JAN2014","31DEC2014","PSA 705",2014,705,27,19,1
"01JAN2015","31DEC2015","PSA 705",2015,705,29,19,1
"01JAN2016","31DEC2016","PSA 705",2016,705,27,18,1
"01JAN2017","31DEC2017","PSA 705",2017,705,29,14,1
"01JAN2018","31DEC2018","PSA 705",2018,705,25,13,1
"01JAN2000","31DEC2000","PSA 706",2000,706,39,22,1
"01JAN2001","31DEC2001","PSA 706",2001,706,32,22,1
"01JAN2002","31DEC2002","PSA 706",2002,706,34,24,1
"01JAN2003","31DEC2003","PSA 706",2003,706,38,28,1
"01JAN2004","31DEC2004","PSA 706",2004,706,38,21,1
"01JAN2005","31DEC2005","PSA 706",2005,706,30,21,1
"01JAN2006","31DEC2006","PSA 706",2006,706,34,16,1
"01JAN2007","31DEC2007","PSA 706",2007,706,42,19,1
"01JAN2008","31DEC2008","PSA 706",2008,706,38,19,1
"01JAN2009","31DEC2009","PSA 706",2009,706,32,19,1
"01JAN2010","31DEC2010","PSA 706",2010,706,31,16,1
"01JAN2011","31DEC2011","PSA 706",2011,706,31,19,1
"01JAN2012","31DEC2012","PSA 706",2012,706,27,15,1
"01JAN2013","31DEC2013","PSA 706",2013,706,36,15,1
"01JAN2014","31DEC2014","PSA 706",2014,706,27,11,1
"01JAN2015","31DEC2015","PSA 706",2015,706,31,11,1
"01JAN2016","31DEC2016","PSA 706",2016,706,26,15,1
"01JAN2017","31DEC2017","PSA 706",2017,706,25,10,1
"01JAN2018","31DEC2018","PSA 706",2018,706,19,11,1
"01JAN2000","31DEC2000","PSA 707",2000,707,21,16,1
"01JAN2001","31DEC2001","PSA 707",2001,707,25,17,1
"01JAN2002","31DEC2002","PSA 707",2002,707,32,15,1
"01JAN2003","31DEC2003","PSA 707",2003,707,27,15,1
"01JAN2004","31DEC2004","PSA 707",2004,707,25,12,1
"01JAN2005","31DEC2005","PSA 707",2005,707,32,14,1
"01JAN2006","31DEC2006","PSA 707",2006,707,33,13,1
"01JAN2007","31DEC2007","PSA 707",2007,707,35,13,1
"01JAN2008","31DEC2008","PSA 707",2008,707,34,15,1
"01JAN2009","31DEC2009","PSA 707",2009,707,33,15,1
"01JAN2010","31DEC2010","PSA 707",2010,707,36,14,1
"01JAN2011","31DEC2011","PSA 707",2011,707,38,14,1
"01JAN2012","31DEC2012","PSA 707",2012,707,39,18,1
"01JAN2013","31DEC2013","PSA 707",2013,707,37,20,1
"01JAN2014","31DEC2014","PSA 707",2014,707,39,16,1
"01JAN2015","31DEC2015","PSA 707",2015,707,31,17,1
"01JAN2016","31DEC2016","PSA 707",2016,707,30,14,1
"01JAN2017","31DEC2017","PSA 707",2017,707,30,10,1
"01JAN2018","31DEC2018","PSA 707",2018,707,29,12,1
"01JAN2000","31DEC2000","PSA 708",2000,708,33,26,1
"01JAN2001","31DEC2001","PSA 708",2001,708,49,23,1
"01JAN2002","31DEC2002","PSA 708",2002,708,48,23,1
"01JAN2003","31DEC2003","PSA 708",2003,708,43,22,1
"01JAN2004","31DEC2004","PSA 708",2004,708,34,18,1
"01JAN2005","31DEC2005","PSA 708",2005,708,41,18,1
"01JAN2006","31DEC2006","PSA 708",2006,708,46,16,1
"01JAN2007","31DEC2007","PSA 708",2007,708,49,22,1
"01JAN2008","31DEC2008","PSA 708",2008,708,50,19,1
"01JAN2009","31DEC2009","PSA 708",2009,708,54,20,1
"01JAN2010","31DEC2010","PSA 708",2010,708,50,18,1
"01JAN2011","31DEC2011","PSA 708",2011,708,34,17,1
"01JAN2012","31DEC2012","PSA 708",2012,708,42,19,1
"01JAN2013","31DEC2013","PSA 708",2013,708,38,20,1
"01JAN2014","31DEC2014","PSA 708",2014,708,37,18,1
"01JAN2015","31DEC2015","PSA 708",2015,708,32,16,1
"01JAN2016","31DEC2016","PSA 708",2016,708,34,13,1
"01JAN2017","31DEC2017","PSA 708",2017,708,31,10,1
"01JAN2018","31DEC2018","PSA 708",2018,708,27,10,1

